121	258	71	'SE CONFIGURO DE NUEVO LA IMPRESORA, ME INFORMARON QUE EL DIA DE AYER VINIERON LOS TECNICOS DE LA IMPRESORA PARA CONFIGURARLA Y SEGUN ME DIJERON QUE YA FUNCIONABA, PERO EL PROBLEMA QUE HOY YA NO FUNCIONO, EN HERROR AHI FUE NO HABER LLAMADO AL DEPTO TECNICO'	2006-10-24 17:31:19.590000000	3
122	258	71	'Se inicio el seguimiento de su solicitud'	2006-10-24 17:31:19.590000000	
123	258	69	'YA FUE INSTALADO'	2006-10-24 17:31:47.687000000	3
124	265	67	'Se inicio el seguimiento de su solicitud'	2006-10-24 17:32:46.577000000	
125	265	67	'se esta bien como se puede hacer la configuracion del calendario'	2006-10-24 17:33:15.297000000	3
126	265	67	'Se inicio el seguimiento de su solicitud'	2006-10-24 17:33:15.297000000	
127	265	72	'Actividad concluida'	2006-10-24 17:34:25.750000000	
128	255	73	'Se inicio el seguimiento de su solicitud'	2006-10-24 17:41:49.450000000	
129	255	73	'YA ESTA FUNCIONANDO '	2006-10-24 17:45:51.357000000	3
130	265	73	'Actividad concluida'	2006-10-24 17:46:11.263000000	
131	256	74	'Se inicio el seguimiento de su solicitud'	2006-10-25 09:18:08.883000000	
132	256	74	'Finalizada'	2006-10-25 09:28:41.430000000	3
133	258	75	'Se inicio el seguimiento de su solicitud'	2006-10-25 09:33:14.510000000	
134	256	68	'Se inicio el seguimiento de su solicitud'	2006-10-25 09:49:37.133000000	
135	258	75	'se esta tratando de reparar el archivo....'	2006-10-25 09:54:46.883000000	3
136	258	75	'Se inicio el seguimiento de su solicitud'	2006-10-25 09:54:46.883000000	
137	256	68	'Se fue hablar con Felipe Garcia para colorlo en servidor Nery Hernandez Ya no dio Espacio'	2006-10-25 10:08:21.503000000	3
138	256	68	'Se inicio el seguimiento de su solicitud'	2006-10-25 10:08:21.503000000	
139	258	75	'YA FUE REPARADO EL ARCHIVO, Y SE LE EXPLICO AL USUARIO DEL UNICO INCONVENITEN....'	2006-10-25 10:23:15.567000000	3
140	256	68	'Se crearon los accesos directos desde el servidor '	2006-10-25 10:32:54.287000000	3
141	261	74	'Actividad concluida'	2006-10-25 10:39:37.770000000	
142	261	68	'Actividad concluida'	2006-10-25 10:39:58.520000000	
143	265	75	'Actividad concluida'	2006-10-25 10:51:54.757000000	
144	265	70	'ya se termino de formatear y se le instalo todo'	2006-10-25 10:52:32.223000000	3
145	265	70	'Actividad concluida'	2006-10-25 10:52:41.727000000	
146	265	69	'Actividad concluida'	2006-10-25 10:52:51.880000000	
147	256	78	'Se inicio el seguimiento de su solicitud'	2006-10-25 11:02:47.663000000	
148	256	78	'EL PROBLEMA ERA QUE EL LICENCIADO TUCIOS NO COLOCABA LA CANTIDAD QUE TENIA QUE APROBAR'	2006-10-25 11:03:57.787000000	3
149	256	79	'Se inicio el seguimiento de su solicitud'	2006-10-25 11:14:17.850000000	
150	256	79	'ES LA MISMA DEL TIKET 78 YA ESTA COMPLETADA'	2006-10-25 11:14:58.443000000	3
151	264	77	'Se inicio el seguimiento de su solicitud'	2006-10-25 11:20:54.867000000	
152	264	77	'Se corroboro el problema, aparentemente los cables de las lineas 2220-8926 y 2220-8927 estan cruzados pero no hay indicio visible de donde pueda ser. Se seguira verificando.'	2006-10-25 11:24:56.867000000	3
153	264	77	'Se inicio el seguimiento de su solicitud'	2006-10-25 11:24:56.867000000	
154	254	77	'Se reasignó técnico para atender su solicitud'	2006-10-25 11:47:11.170000000	264
155	254	77	'Se inicio el seguimiento de su solicitud'	2006-10-25 11:47:11.170000000	
156	257	76	'Se inicio el seguimiento de su solicitud'	2006-10-25 11:48:47.700000000	
157	257	76	'Estoy cubriendo el evento'	2006-10-25 11:49:35.030000000	3
158	257	76	'Se inicio el seguimiento de su solicitud'	2006-10-25 11:49:35.030000000	
159	256	80	'Se inicio el seguimiento de su solicitud'	2006-10-25 11:55:17.233000000	
160	256	80	'Se procedera con la realizacion del calendario para el transcurso de mañana Jueves poderlo hacer el la mañana'	2006-10-25 11:56:11.200000000	3
161	256	80	'Se inicio el seguimiento de su solicitud'	2006-10-25 11:56:11.200000000	
162	261	79	'Actividad concluida'	2006-10-25 12:01:13.513000000	
163	261	78	'Actividad concluida'	2006-10-25 12:01:36.763000000	
164	1	70	'Actividad concluida'	2006-10-25 12:28:40.930000000	
165	254	81	'Se inicio el seguimiento de su solicitud'	2006-10-25 13:02:04.657000000	
166	254	81	'EN PROCESO'	2006-10-25 13:02:46.470000000	3
167	254	81	'Se inicio el seguimiento de su solicitud'	2006-10-25 13:02:46.470000000	
168	257	76	'SOPORTE AL SEÑOR LUIS NAVAS EN LA INSTALACION DEL EQUIPO PARA SU PRESENTACION EN EL SALON DE VIDEO-CONFERENCIAS PRIMER NIVEL'	2006-10-25 14:07:24.490000000	3
169	258	82	'Se inicio el seguimiento de su solicitud'	2006-10-25 14:14:58.757000000	
170	258	83	'Se inicio el seguimiento de su solicitud'	2006-10-25 14:25:16.633000000	
171	258	83	'SE ESTA ATENDIENDO LA SOLICITUD REVISANDO CUAL ES EL PROBLEMA'	2006-10-25 14:26:00.587000000	3
172	258	83	'Se inicio el seguimiento de su solicitud'	2006-10-25 14:26:00.587000000	
173	261	76	'Actividad concluida'	2006-10-25 14:34:20.103000000	
174	254	85	'Se inicio el seguimiento de su solicitud'	2006-10-25 14:55:56.807000000	
175	254	85	'la extensión fue asignada con éxito en vista de que era mi segunda experiencia, solo que ahora estara utilizando la extensión 1612'	2006-10-25 14:57:43.120000000	3
176	254	81	'estoy tratando de localizar a felix, pero no lo he ubicado para arreglar su extensión'	2006-10-25 14:58:36.120000000	3
177	254	81	'Se inicio el seguimiento de su solicitud'	2006-10-25 14:58:36.120000000	
178	256	84	'Se inicio el seguimiento de su solicitud'	2006-10-25 15:13:44.080000000	
179	256	84	'SE REINSTALO DE NUEVO LA APLICACION CON ESTA VEZ VAN CUATRO VESES QUE ELLA LA ELIMINA'	2006-10-25 15:14:36.687000000	3
180	258	83	'SE HIZO LO POSIBLE PARA CORREGIR EL ERROR EL CUAL FUE EXITOSO..'	2006-10-25 15:16:20.453000000	3
181	256	88	'Se inicio el seguimiento de su solicitud'	2006-10-25 15:19:54.110000000	
182	256	88	'SE CORDINO CON DON EDGAR QUE LA ORIENTACION SE REALIZARA EL VIERNES A PARTIR DE LAS 15:00 HORAS '	2006-10-25 15:20:46.063000000	3
183	256	88	'Se inicio el seguimiento de su solicitud'	2006-10-25 15:20:46.063000000	
184	261	84	'Actividad concluida'	2006-10-25 15:27:52.580000000	
185	258	86	'Se inicio el seguimiento de su solicitud'	2006-10-25 15:36:55.610000000	
186	258	87	'Se inicio el seguimiento de su solicitud'	2006-10-25 15:37:01.330000000	
187	258	87	'SCANER INSTALADO'	2006-10-25 15:37:23.390000000	3
188	258	82	'ESTA ACTIVIDAD QUEDARA PENDIENTE PARA EL DIA VIERNES, YA QUE EL USUARIO ENVIO A CUBRIR GARANTIA SU COMPUTADOR'	2006-10-25 15:38:05.470000000	3
189	258	82	'Se inicio el seguimiento de su solicitud'	2006-10-25 15:38:05.487000000	
190	258	86	'SE ESTA INSTALANDO LA IMPRESORA'	2006-10-25 15:39:18.547000000	3
191	258	86	'Se inicio el seguimiento de su solicitud'	2006-10-25 15:39:18.547000000	
192	263	90	'Se inicio el seguimiento de su solicitud'	2006-10-25 15:44:54.797000000	
193	263	90	'probando la grabacion de seguimientO'	2006-10-25 15:47:31.890000000	3
194	263	90	'Actividad concluida'	2006-10-25 15:47:47.970000000	
195	258	86	'FUE INTALADA LA FOTOCOPIADORA E IMPRESORA'	2006-10-25 16:11:06.210000000	3
196	258	92	'Se inicio el seguimiento de su solicitud'	2006-10-25 16:12:27.210000000	
197	265	87	'Actividad concluida'	2006-10-25 16:35:44.083000000	
198	265	86	'Actividad concluida'	2006-10-25 16:35:46.830000000	
199	265	83	'Actividad concluida'	2006-10-25 16:35:57.627000000	
200	264	85	'Actividad concluida'	2006-10-25 16:42:21.870000000	
201	263	94	'Se inicio el seguimiento de su solicitud'	2006-10-25 16:45:19.827000000	
202	263	94	'SE INICIARON PRUEBAS'	2006-10-25 16:46:43.433000000	3
203	263	94	'Se inicio el seguimiento de su solicitud'	2006-10-25 16:46:43.433000000	
204	263	94	'se hizo otra prueba'	2006-10-25 16:51:06.153000000	3
205	263	94	'Se inicio el seguimiento de su solicitud'	2006-10-25 16:51:06.153000000	
206	258	95	'Se inicio el seguimiento de su solicitud'	2006-10-25 17:04:08.747000000	
207	258	92	'YA FUE CONFIGURADA LA IMPRESORA'	2006-10-25 17:04:40.683000000	3
208	258	95	'ESTOY TRABAJANDO EN ELLO'	2006-10-25 17:05:01.153000000	3
209	258	95	'Se inicio el seguimiento de su solicitud'	2006-10-25 17:05:01.153000000	
210	258	95	'el cambio fue realizado con exito'	2006-10-25 17:15:25.840000000	3
211	265	92	'Actividad concluida'	2006-10-25 17:29:49.653000000	
212	265	95	'Actividad concluida'	2006-10-25 17:31:02.670000000	
213	263	96	'Se inicio el seguimiento de su solicitud'	2006-10-25 17:33:02.623000000	
214	263	96	'Se cambio el MCaddress en el servidor, unicamente se debe reiniciar la pc o renovar la ip, tiene que asignarse la 128.5.7.123'	2006-10-25 17:44:01.530000000	3
215	263	96	'Actividad concluida'	2006-10-25 17:44:16.280000000	
216	263	94	'se sigue la prueba'	2006-10-26 09:26:46.640000000	3
217	263	94	'Se inicio el seguimiento de su solicitud'	2006-10-26 09:26:46.640000000	
218	263	94	'sigue sigue'	2006-10-26 09:26:59.390000000	3
219	263	94	'Se inicio el seguimiento de su solicitud'	2006-10-26 09:26:59.390000000	
220	263	94	'final'	2006-10-26 09:27:09.250000000	3
221	263	94	'Actividad concluida'	2006-10-26 09:27:14.360000000	
222	263	98	'Se inicio el seguimiento de su solicitud'	2006-10-26 09:29:26.780000000	
223	263	98	'inicio la prueba'	2006-10-26 09:29:37.500000000	3
224	263	98	'Se inicio el seguimiento de su solicitud'	2006-10-26 09:29:37.500000000	
225	263	98	'sigue la prueba'	2006-10-26 09:29:48.373000000	3
226	263	98	'Se inicio el seguimiento de su solicitud'	2006-10-26 09:29:48.373000000	
227	263	98	'sigue sigue'	2006-10-26 09:29:57.640000000	3
228	263	98	'Se inicio el seguimiento de su solicitud'	2006-10-26 09:29:57.640000000	
229	254	97	'Se inicio el seguimiento de su solicitud'	2006-10-26 09:50:51.217000000	
230	254	91	'Se inicio el seguimiento de su solicitud'	2006-10-26 09:51:45.483000000	
231	254	89	'Se inicio el seguimiento de su solicitud'	2006-10-26 09:53:11.907000000	
232	254	89	'ya se le instaló el antivirus a la maquina solicitada'	2006-10-26 10:03:17.310000000	3
233	254	91	'Según Vinicio Vasquez, esto lo hara ALCATEL, '	2006-10-26 10:04:39.890000000	3
234	254	91	'Se inicio el seguimiento de su solicitud'	2006-10-26 10:04:39.890000000	
235	254	97	'Al parecer el Señor Salazar esta de viaje por ello no puedo enviarle el antivirus en este momento '	2006-10-26 10:06:17.700000000	3
236	254	97	'Se inicio el seguimiento de su solicitud'	2006-10-26 10:06:17.700000000	
237	64	99	'Se inicio el seguimiento de su solicitud'	2006-10-26 10:08:07.007000000	
238	258	100	'Se inicio el seguimiento de su solicitud'	2006-10-26 10:17:00.053000000	
239	258	100	'SE REALIZARA DESPUES YA QUE EL USUARIO SE ENCUENTRA EN REUNION'	2006-10-26 10:17:25.710000000	3
240	258	100	'Se inicio el seguimiento de su solicitud'	2006-10-26 10:17:25.710000000	
241	254	101	'Se reasignó técnico para atender su solicitud'	2006-10-26 10:28:53.617000000	265
242	254	101	'Se inicio el seguimiento de su solicitud'	2006-10-26 10:28:53.617000000	
243	263	102	'Se inicio el seguimiento de su solicitud'	2006-10-26 10:44:24.087000000	
244	263	102	'se esta probando'	2006-10-26 10:44:36.367000000	3
245	263	102	'se sigue probando'	2006-10-26 10:44:54.383000000	3
246	263	102	'se termino la prueba'	2006-10-26 10:45:18.710000000	3
247	263	102	'Actividad concluida'	2006-10-26 10:45:24.727000000	
248	265	103	'Se inicio el seguimiento de su solicitud'	2006-10-26 10:48:51.210000000	
249	265	103	'YA ESTA FUNCIONANDO TENIA LA OPCION DE ENERGIA DE DISCO CONFIGURADA'	2006-10-26 10:49:30.303000000	3
250	265	104	'Se inicio el seguimiento de su solicitud'	2006-10-26 10:49:38.977000000	
251	264	89	'Actividad concluida'	2006-10-26 10:54:38.673000000	
252	263	98	's termino'	2006-10-26 10:54:50.140000000	3
253	263	98	'Actividad concluida'	2006-10-26 10:54:58.017000000	
254	265	103	'Actividad concluida'	2006-10-26 10:55:14.250000000	
255	265	104	'NO ESTABA SELECCIONADA LA IMPRESORA QUE ES, YA TODO ESTA BIEN'	2006-10-26 10:58:23.813000000	3
256	265	104	'Actividad concluida'	2006-10-26 10:59:19.140000000	
257	258	100	'se le estan instalando los programas a la nueva pc'	2006-10-26 11:06:46.923000000	3
258	259	105	'Se inicio el seguimiento de su solicitud'	2006-10-26 11:10:46.767000000	
259	64	99	'SE ESTA FORMATEANDO LA PC'	2006-10-26 11:18:05.377000000	3
260	265	107	'Se inicio el seguimiento de su solicitud'	2006-10-26 11:18:05.923000000	
261	254	108	'Se inicio el seguimiento de su solicitud'	2006-10-26 11:30:01.703000000	
262	254	106	'Se inicio el seguimiento de su solicitud'	2006-10-26 11:30:31.283000000	
263	254	101	'Se le cambio el telefono al Señor Peña y se constato de que el mismo funcionaba muy bien'	2006-10-26 11:31:22.267000000	3
264	264	101	'Actividad concluida'	2006-10-26 11:33:58.750000000	
265	265	109	'Se inicio el seguimiento de su solicitud'	2006-10-26 11:48:49.003000000	
266	263	109	'Se reasignó técnico para atender su solicitud'	2006-10-26 11:49:20.393000000	265
267	265	107	'ya se termino de configurar el programa para poder hacer bakcup,'	2006-10-26 11:49:44.363000000	3
268	265	107	'Actividad concluida'	2006-10-26 11:49:48.097000000	
269	259	105	'Tenia problemas que no escuchaba su musiquita..'	2006-10-26 12:34:23.440000000	3
270	265	105	'Actividad concluida'	2006-10-26 12:51:01.503000000	
271	259	110	'Se inicio el seguimiento de su solicitud'	2006-10-26 13:28:17.610000000	
272	254	77	'le indique a Ricadro lo del problema y me dijo que lo veriamos el dia de hoy, pero aun no me ha dicho nada, estoy arreglando las lineas que estan en el cuartito'	2006-10-26 14:26:19.817000000	3
273	64	99	'se reconfiguro y ya esta funcionando nuevamente'	2006-10-26 14:35:22.210000000	3
274	259	110	'se bajo a formatear...'	2006-10-26 14:42:03.337000000	3
275	258	100	'el cambio de equipo se realizo con exito'	2006-10-26 14:54:53.087000000	3
276	64	113	'Se inicio el seguimiento de su solicitud'	2006-10-26 14:58:22.023000000	
277	64	113	'SE ESTA CHEQUEANDO'	2006-10-26 14:58:44.647000000	3
278	64	113	'se le indico como grabar un CD de datos'	2006-10-26 15:06:17.913000000	3
279	258	114	'Se inicio el seguimiento de su solicitud'	2006-10-26 15:07:25.647000000	
280	258	114	'docuento convertido'	2006-10-26 15:07:39.490000000	3
281	258	115	'Se inicio el seguimiento de su solicitud'	2006-10-26 15:10:09.913000000	
282	258	115	'se esta revisando cual es el problema...'	2006-10-26 15:10:26.617000000	3
283	264	111	'Se inicio el seguimiento de su solicitud'	2006-10-26 15:55:21.523000000	
284	264	111	'se le cambio la contraseña'	2006-10-26 15:57:03.070000000	3
285	264	111	'Actividad concluida'	2006-10-26 15:57:07.460000000	
286	259	110	'Se formateo debido a lentitud completa. '	2006-10-26 16:27:34.857000000	3
287	258	117	'Se inicio el seguimiento de su solicitud'	2006-10-26 16:43:27.183000000	
288	258	116	'Se inicio el seguimiento de su solicitud'	2006-10-26 16:43:35.467000000	
289	258	116	'la computadora tenia virus..se le paso el antivirus y asi dejo de dar problema'	2006-10-26 16:44:26.840000000	3
290	265	118	'Se inicio el seguimiento de su solicitud'	2006-10-26 16:53:43.810000000	
291	265	118	'el problema era con msn que habian dejado activa una cuenta de la practicante, y ya se quito'	2006-10-26 17:09:11.247000000	3
292	265	118	'Actividad concluida'	2006-10-26 17:09:15.840000000	
293	265	114	'Actividad concluida'	2006-10-26 17:09:49.920000000	
294	265	113	'Actividad concluida'	2006-10-26 17:09:58.933000000	
295	265	110	'Actividad concluida'	2006-10-26 17:10:07.607000000	
296	265	100	'Actividad concluida'	2006-10-26 17:10:16.107000000	
297	265	99	'Actividad concluida'	2006-10-26 17:10:23.700000000	
298	265	67	'se seguiran haciendo pruebas porque no me funciona'	2006-10-26 17:10:52.323000000	3
299	265	119	'Se inicio el seguimiento de su solicitud'	2006-10-26 17:26:58.400000000	
300	265	119	'ya se realizo el backup, solo queda pendiente pasar la informacion a la maquina nueva'	2006-10-26 17:27:18.247000000	3
301	258	117	'favor de revisar esto el dia de mañana y preguntarle si tiene todabia algun proble con el scaner... gracias'	2006-10-26 17:57:49.717000000	3
302	259	120	'Se inicio el seguimiento de su solicitud'	2006-10-27 09:08:33.677000000	
303	259	120	'Por cambio de laptop no tenia una reserva, ahora ya esta.'	2006-10-27 09:33:38.340000000	3
304	265	120	'Actividad concluida'	2006-10-27 09:35:36.933000000	
305	263	109	'Por favor proporcionar datos de la pc actual, la anterior parece ser la pc: ycifuentes ip 128.5.7.50'	2006-10-27 09:43:14.713000000	3
306	254	77	'Estoy esperando que Vinicio RIcardo se desocupe para ir a DIaco segun me indico hoy temprano solo esta hablando con los señores de Alcatel.'	2006-10-27 09:47:42.027000000	3
307	263	109	'no se deja ver la pc por la red, por favor proporcionar el mc address de la NIC'	2006-10-27 09:53:00.183000000	3
308	256	121	'Se inicio el seguimiento de su solicitud'	2006-10-27 10:09:48.980000000	
309	256	121	'Se procedio a la crear la conexion de las base de datos de Inventario'	2006-10-27 10:10:39.493000000	3
310	265	122	'Se inicio el seguimiento de su solicitud'	2006-10-27 10:11:43.993000000	
311	256	123	'Se inicio el seguimiento de su solicitud'	2006-10-27 10:12:04.323000000	
312	256	123	'Ya procedio a restablecer el direccionamiento'	2006-10-27 10:12:38.120000000	3
313	256	80	'el dia Jueves 26 del mes de Octubre fue completada este requerimiento terea '	2006-10-27 10:23:24.513000000	3
314	261	123	'Actividad concluida'	2006-10-27 10:27:29.340000000	
315	261	121	'Actividad concluida'	2006-10-27 10:27:42.810000000	
316	261	80	'Actividad concluida'	2006-10-27 10:28:09.560000000	
317	265	122	'la hizo el jefe (hhernandez)'	2006-10-27 10:30:43.590000000	3
318	265	122	'Actividad concluida'	2006-10-27 10:30:48.700000000	
319	265	115	'Actividad concluida'	2006-10-27 10:31:13.483000000	
320	265	116	'Actividad concluida'	2006-10-27 10:31:16.607000000	
321	265	112	'Se inicio el seguimiento de su solicitud'	2006-10-27 10:35:51.780000000	
322	265	112	'no se encuentra el usuario'	2006-10-27 10:36:08.077000000	3
323	263	124	'Se reasignó técnico para atender su solicitud'	2006-10-27 10:39:48.983000000	260
324	256	88	'La actividad se traslado para el dia lunes o martes por motivo del evento que nos les va ha dar tiempo por la asistencia de mucho personal'	2006-10-27 10:55:01.280000000	3
325	257	125	'Se inicio el seguimiento de su solicitud'	2006-10-27 10:56:22.280000000	
326	257	125	'SE LE CREO UNA UNIDAD LOGICA DE RED PARA INGRESAR MAS RAPIDAMENTE Y ADEMAS SE LE ORIENTO PARA LA COLOCACION DE CONTRASEÑAS A LA BASE DE DATOS'	2006-10-27 10:58:23.997000000	3
327	254	106	'CONCLUIDO Y SE LE AVISO A CINTIA LARA '	2006-10-27 11:05:20.820000000	3
328	254	108	'intente enviar el antivirus pero al parecer la maquina esta apagada '	2006-10-27 11:10:40.260000000	3
329	265	119	'no estaba el usuario, '	2006-10-27 11:16:42.150000000	3
330	259	126	'Se inicio el seguimiento de su solicitud'	2006-10-27 11:40:55.213000000	
331	259	126	'Se bajo, se realizara un analisis para ver si es debido el formateo debido a que existe una base de datos que esta y es unica, que no tiene disco de instalacion...'	2006-10-27 11:55:11.850000000	3
332	261	125	'Actividad concluida'	2006-10-27 12:01:37.287000000	
333	265	117	'Se reasignó técnico para atender su solicitud'	2006-10-27 12:04:57.177000000	265
334	265	117	'se volvera a instalar todo de nuevo'	2006-10-27 12:05:15.367000000	3
335	265	117	'Actividad concluida'	2006-10-27 12:05:27.223000000	
336	263	127	'Se reasignó técnico para atender su solicitud'	2006-10-27 15:37:21.720000000	260
337	258	129	'Se inicio el seguimiento de su solicitud'	2006-10-27 16:26:47.513000000	
338	258	128	'Se inicio el seguimiento de su solicitud'	2006-10-27 16:26:55.093000000	
339	258	129	'SOLO ERA DE PONERLA CON CONEXIO..'	2006-10-27 16:27:27.047000000	3
340	258	128	'SOLO ERA DE PONERLA CON CONEXIO.'	2006-10-27 16:27:39.750000000	3
341	263	130	'Se inicio el seguimiento de su solicitud'	2006-10-27 16:32:33.763000000	
342	263	130	'Se le asignó la ip 128.5.7.78, el usuario debe reiniciar el equipo para que la nueva configuración surta efecto'	2006-10-27 16:33:14.827000000	3
343	264	132	'Se reasignó técnico para atender su solicitud'	2006-10-27 16:35:24.093000000	260
344	264	133	'Se reasignó técnico para atender su solicitud'	2006-10-27 16:37:13.437000000	260
345	264	134	'Se reasignó técnico para atender su solicitud'	2006-10-27 16:38:49.453000000	260
346	264	136	'Se reasignó técnico para atender su solicitud'	2006-10-27 16:54:54.847000000	260
347	258	135	'Se inicio el seguimiento de su solicitud'	2006-10-27 16:55:19.927000000	
348	258	135	'impresora configurada'	2006-10-27 16:55:37.753000000	3
349	263	138	'Se reasignó técnico para atender su solicitud'	2006-10-27 17:01:42.520000000	260
350	256	139	'Se inicio el seguimiento de su solicitud'	2006-10-30 09:27:41.573000000	
351	256	139	'Jose Portillo no ingreso el numero de al sistema ***en proceso***'	2006-10-30 09:28:32.433000000	3
352	264	137	'Se inicio el seguimiento de su solicitud'	2006-10-30 09:30:16.090000000	
353	264	137	'se le informo al cliente que este requerimiento si necesita ser solicitado por escrito hacia la subgerencia.'	2006-10-30 09:31:40.900000000	3
354	264	137	'Actividad concluida'	2006-10-30 09:31:46.637000000	
355	256	140	'Se inicio el seguimiento de su solicitud'	2006-10-30 09:34:49.967000000	
356	256	140	'Se predetermino el signo de moneda'	2006-10-30 09:39:50.667000000	3
357	265	135	'Actividad concluida'	2006-10-30 09:42:23.073000000	
358	265	129	'Actividad concluida'	2006-10-30 09:42:35.713000000	
359	265	128	'Actividad concluida'	2006-10-30 09:42:53.857000000	
360	264	106	'Actividad concluida'	2006-10-30 10:11:13.733000000	
361	264	132	'Se cambio la configuración'	2006-10-30 10:23:38.720000000	3
362	264	132	'Actividad concluida'	2006-10-30 10:23:46.437000000	
363	254	77	'Hoy le recorde nuevamente a Ricardo de la línea que tenemos que arreglar, pero me indico que lo hariamos despues'	2006-10-30 10:23:48.233000000	3
364	264	136	'Edwin Morales tiene 24Mb por 120 correos y
GTMRelex tiene 58Mb por 214 correos.'	2006-10-30 10:45:47.013000000	3
365	254	91	'automaticamente se arreglo desde alcatel el problema y ya esta funcionando segun indico el usuario '	2006-10-30 10:52:52.157000000	3
366	263	130	'Actividad concluida'	2006-10-30 11:00:31.577000000	
367	261	140	'Actividad concluida'	2006-10-30 11:03:24.403000000	
368	261	139	'Actividad concluida'	2006-10-30 11:03:38.843000000	
369	264	141	'Se inicio el seguimiento de su solicitud'	2006-10-30 11:54:38.667000000	
370	264	142	'Se inicio el seguimiento de su solicitud'	2006-10-30 11:54:57.320000000	
371	264	91	'Actividad concluida'	2006-10-30 12:25:38.450000000	
372	264	141	'Se modifico la contraseña y se le aviso al usuario, pero no corroboro que si le habia funcionado y se fue a almorzar. se corroborara mas tarde'	2006-10-30 12:26:59.870000000	3
373	264	142	'No se encuentra y no saben a que hora regresa.  Se seguira tratando de localizar'	2006-10-30 12:27:29.607000000	3
374	263	124	'El lic magin beteta me contacto via celular, indicando que la norma la proporcionará en forma impresa, ya esta disponible, debemos solicitar al tecnico que visite cename mañana que la traiga.'	2006-10-30 14:37:27.237000000	3
375	259	126	'No se formateo de acuerdo aun diagnostico el cual es en que no se puede hacer esto por que tienen una base de datos la cual no tiene el disco de instalacion por lo cual solo se le hizo un servicio.'	2006-10-30 15:11:16.307000000	3
376	255	143	'Se inicio el seguimiento de su solicitud'	2006-10-30 16:27:24.467000000	
377	255	143	'EN PROCESO ***'	2006-10-30 16:27:55.783000000	3
378	264	141	'Actividad concluida'	2006-10-30 16:33:42.083000000	
379	263	127	'Se incluyo el nivel y filtros por nombre, apellido, extensión o nombre de dependencia'	2006-10-30 16:40:13.820000000	3
380	255	143	'YA ESTA REALIZADA'	2006-10-30 16:44:12.757000000	3
381	265	143	'Actividad concluida'	2006-10-30 16:45:18.693000000	
382	265	126	'Actividad concluida'	2006-10-31 09:22:47.840000000	
383	265	119	'ya se entrego la laptop'	2006-10-31 09:23:10.247000000	3
384	265	119	'Actividad concluida'	2006-10-31 09:23:19.903000000	
385	265	144	'Se inicio el seguimiento de su solicitud'	2006-10-31 10:04:47.857000000	
386	265	144	'ya se instalo el equipo como tambien la impresora'	2006-10-31 10:05:08.230000000	3
387	265	144	'Actividad concluida'	2006-10-31 10:05:12.590000000	
