Page,Device,Group,ItemID,Item,Value
Computer Name,DNS Domain Name,,0,Computer Name,mineco.gob.gt
Computer Name,Fully Qualified DNS Name,,0,Class,Logical
Computer Name,Fully Qualified DNS Name,,0,Computer Name,Ereyes1.mineco.gob.gt
Computer Name,NetBIOS Name,,0,Class,Physical
Computer Name,NetBIOS Name,,0,Computer Name,EREYES1
Computer Name,DNS Host Name,,0,Class,Physical
Computer Name,DNS Host Name,,0,Computer Name,Ereyes1
Computer Name,DNS Domain Name,,0,Class,Physical
Computer Name,DNS Domain Name,,0,Computer Name,mineco.gob.gt
Computer Name,Fully Qualified DNS Name,,0,Class,Physical
Computer Name,Fully Qualified DNS Name,,0,Computer Name,Ereyes1.mineco.gob.gt
DMI,BIOS,BIOS Properties,2561,Vendor,Dell Inc.
DMI,BIOS,BIOS Properties,2562,Version,A07
DMI,BIOS,BIOS Properties,2563,Release Date,03/31/2006
DMI,BIOS,BIOS Properties,2564,Size,512 KB
DMI,BIOS,BIOS Properties,2565,Boot Devices,Floppy Disk; Hard Disk; CD-ROM; LS-120
DMI,BIOS,BIOS Properties,2566,Capabilities,Flash BIOS; Shadow BIOS; Selectable Boot; EDD; BBS
DMI,BIOS,BIOS Properties,2567,Supported Standards,DMI; APM; ACPI; PnP
DMI,BIOS,BIOS Properties,2568,Expansion Capabilities,PCI; USB
DMI,System,System Properties,2569,Manufacturer,Dell Inc.
DMI,System,System Properties,2570,Product,OptiPlex GX620
DMI,System,System Properties,2572,Serial Number,2VC30C1
DMI,System,System Properties,2573,Universal Unique ID,44454C4C-56001043-8033B2C0-4F304331
DMI,System,System Properties,2574,Wake-Up Type,Power Switch
DMI,Motherboard,Motherboard Properties,2575,Manufacturer,Dell Inc.
DMI,Motherboard,Motherboard Properties,2576,Product,0HH807
DMI,Motherboard,Motherboard Properties,2578,Serial Number,..CN1374069C04KC.
DMI,Chassis,Chassis Properties,2579,Manufacturer,Dell Inc.
DMI,Chassis,Chassis Properties,2581,Serial Number,2VC30C1
DMI,Chassis,Chassis Properties,2583,Chassis Type,Mini Tower
DMI,Processors / Processor #1,Processor Properties,0,Manufacturer,Intel
DMI,Processors / Processor #1,Processor Properties,0,External Clock,800 MHz
DMI,Processors / Processor #1,Processor Properties,0,Maximum Clock,4000 MHz
DMI,Processors / Processor #1,Processor Properties,0,Current Clock,3400 MHz
DMI,Processors / Processor #1,Processor Properties,0,Type,Central Processor
DMI,Processors / Processor #1,Processor Properties,0,Voltage,1.2 V
DMI,Processors / Processor #1,Processor Properties,0,Status,Enabled
DMI,Processors / Processor #1,Processor Properties,0,Upgrade,ZIF
DMI,Processors / Processor #1,Processor Properties,0,Socket Designation,Microprocessor
DMI,Caches / Cache #1,Cache Properties,0,Type,Internal
DMI,Caches / Cache #1,Cache Properties,0,Status,Enabled
DMI,Caches / Cache #1,Cache Properties,0,Operational Mode,Write-Back
DMI,Caches / Cache #1,Cache Properties,0,Maximum Size,16 KB
DMI,Caches / Cache #1,Cache Properties,0,Installed Size,16 KB
DMI,Caches / Cache #1,Cache Properties,0,Error Correction,None
DMI,Caches / Cache #2,Cache Properties,0,Type,Internal
DMI,Caches / Cache #2,Cache Properties,0,Status,Enabled
DMI,Caches / Cache #2,Cache Properties,0,Operational Mode,Varies with Memory Address
DMI,Caches / Cache #2,Cache Properties,0,Maximum Size,4096 KB
DMI,Caches / Cache #2,Cache Properties,0,Installed Size,4096 KB
DMI,Caches / Cache #2,Cache Properties,0,Error Correction,Single-bit ECC
DMI,Memory Devices / DIMM_1,Memory Device Properties,0,Form Factor,DIMM
DMI,Memory Devices / DIMM_1,Memory Device Properties,0,Type Detail,Synchronous
DMI,Memory Devices / DIMM_1,Memory Device Properties,0,Size,512 MB
DMI,Memory Devices / DIMM_1,Memory Device Properties,0,Speed,533 MHz
DMI,Memory Devices / DIMM_1,Memory Device Properties,0,Total Width,64-bit
DMI,Memory Devices / DIMM_1,Memory Device Properties,0,Data Width,64-bit
DMI,Memory Devices / DIMM_1,Memory Device Properties,0,Device Locator,DIMM_1
DMI,Memory Devices / DIMM_1,Memory Device Properties,0,Manufacturer,CE00000000000000
DMI,Memory Devices / DIMM_1,Memory Device Properties,0,Serial Number,F81796C0
DMI,Memory Devices / DIMM_1,Memory Device Properties,0,Part Number,M3 78T6553CZ3-CD5
DMI,Memory Devices / DIMM_3,Memory Device Properties,0,Form Factor,DIMM
DMI,Memory Devices / DIMM_3,Memory Device Properties,0,Type Detail,Synchronous
DMI,Memory Devices / DIMM_3,Memory Device Properties,0,Speed,533 MHz
DMI,Memory Devices / DIMM_3,Memory Device Properties,0,Total Width,64-bit
DMI,Memory Devices / DIMM_3,Memory Device Properties,0,Data Width,64-bit
DMI,Memory Devices / DIMM_3,Memory Device Properties,0,Device Locator,DIMM_3
DMI,Memory Devices / DIMM_3,Memory Device Properties,0,Manufacturer,FFFFFFFFFFFFFFFF
DMI,Memory Devices / DIMM_3,Memory Device Properties,0,Serial Number,FFFFFFFF
DMI,Memory Devices / DIMM_2,Memory Device Properties,0,Form Factor,DIMM
DMI,Memory Devices / DIMM_2,Memory Device Properties,0,Type Detail,Synchronous
DMI,Memory Devices / DIMM_2,Memory Device Properties,0,Size,512 MB
DMI,Memory Devices / DIMM_2,Memory Device Properties,0,Speed,533 MHz
DMI,Memory Devices / DIMM_2,Memory Device Properties,0,Total Width,64-bit
DMI,Memory Devices / DIMM_2,Memory Device Properties,0,Data Width,64-bit
DMI,Memory Devices / DIMM_2,Memory Device Properties,0,Device Locator,DIMM_2
DMI,Memory Devices / DIMM_2,Memory Device Properties,0,Manufacturer,CE00000000000000
DMI,Memory Devices / DIMM_2,Memory Device Properties,0,Serial Number,F81796BC
DMI,Memory Devices / DIMM_2,Memory Device Properties,0,Part Number,M3 78T6553CZ3-CD5
DMI,Memory Devices / DIMM_4,Memory Device Properties,0,Form Factor,DIMM
DMI,Memory Devices / DIMM_4,Memory Device Properties,0,Type Detail,Synchronous
DMI,Memory Devices / DIMM_4,Memory Device Properties,0,Speed,533 MHz
DMI,Memory Devices / DIMM_4,Memory Device Properties,0,Total Width,64-bit
DMI,Memory Devices / DIMM_4,Memory Device Properties,0,Data Width,64-bit
DMI,Memory Devices / DIMM_4,Memory Device Properties,0,Device Locator,DIMM_4
DMI,Memory Devices / DIMM_4,Memory Device Properties,0,Manufacturer,FFFFFFFFFFFFFFFF
DMI,Memory Devices / DIMM_4,Memory Device Properties,0,Serial Number,FFFFFFFF
DMI,System Slots / PEG,System Slot Properties,0,Slot Designation,PEG
DMI,System Slots / PEG,System Slot Properties,0,Usage,Empty
DMI,System Slots / PEG,System Slot Properties,0,Length,Long
DMI,System Slots / SLOT2,System Slot Properties,0,Slot Designation,SLOT2
DMI,System Slots / SLOT2,System Slot Properties,0,Type,PCI
DMI,System Slots / SLOT2,System Slot Properties,0,Usage,Empty
DMI,System Slots / SLOT2,System Slot Properties,0,Data Bus Width,32-bit
DMI,System Slots / SLOT2,System Slot Properties,0,Length,Long
DMI,System Slots / SLOT3,System Slot Properties,0,Slot Designation,SLOT3
DMI,System Slots / SLOT3,System Slot Properties,0,Type,PCI
DMI,System Slots / SLOT3,System Slot Properties,0,Usage,Empty
DMI,System Slots / SLOT3,System Slot Properties,0,Data Bus Width,32-bit
DMI,System Slots / SLOT3,System Slot Properties,0,Length,Long
DMI,System Slots / SLOT4,System Slot Properties,0,Slot Designation,SLOT4
DMI,System Slots / SLOT4,System Slot Properties,0,Usage,In Use
DMI,System Slots / SLOT4,System Slot Properties,0,Length,Long
DMI,Port Connectors / PARALLEL,Port Connector Properties,0,Port Type,Parallel Port PS/2
DMI,Port Connectors / PARALLEL,Port Connector Properties,0,Internal Reference Designator,PARALLEL
DMI,Port Connectors / PARALLEL,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / PARALLEL,Port Connector Properties,0,External Connector Type,DB-25 pin female
DMI,Port Connectors / SERIAL1,Port Connector Properties,0,Port Type,Serial Port 16550A Compatible
DMI,Port Connectors / SERIAL1,Port Connector Properties,0,Internal Reference Designator,SERIAL1
DMI,Port Connectors / SERIAL1,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / SERIAL1,Port Connector Properties,0,External Connector Type,DB-9 pin male
DMI,Port Connectors / USB1,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB1,Port Connector Properties,0,Internal Reference Designator,USB1
DMI,Port Connectors / USB1,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB1,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB2,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB2,Port Connector Properties,0,Internal Reference Designator,USB2
DMI,Port Connectors / USB2,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB2,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB3,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB3,Port Connector Properties,0,Internal Reference Designator,USB3
DMI,Port Connectors / USB3,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB3,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB4,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB4,Port Connector Properties,0,Internal Reference Designator,USB4
DMI,Port Connectors / USB4,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB4,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB5,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB5,Port Connector Properties,0,Internal Reference Designator,USB5
DMI,Port Connectors / USB5,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB5,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB6,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB6,Port Connector Properties,0,Internal Reference Designator,USB6
DMI,Port Connectors / USB6,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB6,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB7,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB7,Port Connector Properties,0,Internal Reference Designator,USB7
DMI,Port Connectors / USB7,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB7,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB8,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB8,Port Connector Properties,0,Internal Reference Designator,USB8
DMI,Port Connectors / USB8,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB8,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / ENET,Port Connector Properties,0,Port Type,Network Port
DMI,Port Connectors / ENET,Port Connector Properties,0,Internal Reference Designator,ENET
DMI,Port Connectors / ENET,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / ENET,Port Connector Properties,0,External Connector Type,RJ-45
DMI,Port Connectors / MIC,Port Connector Properties,0,Port Type,Audio Port
DMI,Port Connectors / MIC,Port Connector Properties,0,Internal Reference Designator,MIC
DMI,Port Connectors / MIC,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / MIC,Port Connector Properties,0,External Connector Type,Mini-jack (headphones)
DMI,Port Connectors / LINE-OUT,Port Connector Properties,0,Port Type,Audio Port
DMI,Port Connectors / LINE-OUT,Port Connector Properties,0,Internal Reference Designator,LINE-OUT
DMI,Port Connectors / LINE-OUT,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / LINE-OUT,Port Connector Properties,0,External Connector Type,Mini-jack (headphones)
DMI,Port Connectors / LINE-IN,Port Connector Properties,0,Port Type,Audio Port
DMI,Port Connectors / LINE-IN,Port Connector Properties,0,Internal Reference Designator,LINE-IN
DMI,Port Connectors / LINE-IN,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / LINE-IN,Port Connector Properties,0,External Connector Type,Mini-jack (headphones)
DMI,Port Connectors / HP-OUT,Port Connector Properties,0,Port Type,Audio Port
DMI,Port Connectors / HP-OUT,Port Connector Properties,0,Internal Reference Designator,HP-OUT
DMI,Port Connectors / HP-OUT,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / HP-OUT,Port Connector Properties,0,External Connector Type,Mini-jack (headphones)
DMI,Port Connectors / MONITOR,Port Connector Properties,0,Port Type,Video Port
DMI,Port Connectors / MONITOR,Port Connector Properties,0,Internal Reference Designator,MONITOR
DMI,Port Connectors / MONITOR,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / MONITOR,Port Connector Properties,0,External Connector Type,DB-15 pin female
DMI,On-Board Devices / AC'97 Audio Controller,On-Board Device Properties,0,Description,AC'97 Audio Controller
CPU,,CPU Properties,0,CPU Type,Dual Unknown; 3400 MHz (3 x 1133)
CPU,,CPU Properties,0,CPU Alias,Unknown
CPU,,CPU Properties,0,Original Clock,3400 MHz
CPU,,CPU Properties,0,L1 Trace Cache,12K Instructions
CPU,,CPU Properties,0,L2 Cache,2 MB (On-Die; ATC; Full-Speed)
CPU,,Multi CPU,0,Motherboard ID,DELL Opti GX620
CPU,,Multi CPU,0,CPU #0,Intel(R) Pentium(R) D CPU 3.40GHz; 3391 MHz
CPU,,Multi CPU,0,CPU #1,Intel(R) Pentium(R) D CPU 3.40GHz; 3391 MHz
CPU,,CPU Utilization,1,CPU #1,100 %
CPU,,CPU Utilization,2,CPU #2,100 %
CPUID,,CPUID Properties,0,CPUID Manufacturer,GenuineIntel
CPUID,,CPUID Properties,0,CPUID CPU Name,Intel(R) Pentium(R) D CPU 3.40GHz
CPUID,,CPUID Properties,0,CPUID Revision,0F64h
CPUID,,CPUID Properties,0,IA Brand ID,00h (Unknown)
CPUID,,CPUID Properties,0,Platform ID,0Ch (Socket 478)
CPUID,,CPUID Properties,0,IA CPU Serial Number,Unknown
CPUID,,CPUID Properties,0,MSR 00000017,000A-0000-0000-0000
CPUID,,CPUID Properties,0,MSR 0000002A,0000-0000-0000-1000
CPUID,,CPUID Properties,0,MSR 0000002C,0000-0000-0C12-0511
CPUID,,Instruction Set,0,AMD 3DNow!,Not Supported
CPUID,,Instruction Set,0,AMD 3DNow! Professional,Not Supported
CPUID,,Instruction Set,0,AMD Enhanced 3DNow!,Not Supported
CPUID,,Instruction Set,0,AMD Extended MMX,Not Supported
CPUID,,Instruction Set,0,AMD x86-64,Supported
CPUID,,Instruction Set,0,Cyrix Extended MMX,Not Supported
CPUID,,Instruction Set,0,IA-64,Not Supported
CPUID,,Instruction Set,0,IA MMX,Supported
CPUID,,Instruction Set,0,IA SSE,Supported
CPUID,,Instruction Set,0,IA SSE 2,Supported
CPUID,,Instruction Set,0,CLFLUSH Instruction,Supported
CPUID,,Instruction Set,0,CMPXCHG8B Instruction,Supported
CPUID,,Instruction Set,0,Conditional Move Instruction,Supported
CPUID,,CPUID Features,0,36-bit Page Size Extension,Supported
CPUID,,CPUID Features,0,Automatic Clock Control,Supported
CPUID,,CPUID Features,0,Debug Trace Store,Supported
CPUID,,CPUID Features,0,Debugging Extension,Supported
CPUID,,CPUID Features,0,Fast Save & Restore,Supported
CPUID,,CPUID Features,0,Fast System Call,Supported
CPUID,,CPUID Features,0,Hyper-Threading Technology,Supported
CPUID,,CPUID Features,0,Local APIC On Chip,Supported
CPUID,,CPUID Features,0,Machine-Check Architecture,Supported
CPUID,,CPUID Features,0,Machine-Check Exception,Supported
CPUID,,CPUID Features,0,Memory Type Range Registers,Supported
CPUID,,CPUID Features,0,Model Specific Registers,Supported
CPUID,,CPUID Features,0,Page Attribute Table,Supported
CPUID,,CPUID Features,0,Page Global Extension,Supported
CPUID,,CPUID Features,0,Page Size Extension,Supported
CPUID,,CPUID Features,0,Physical Address Extension,Supported
CPUID,,CPUID Features,0,Processor Duty Cycle Control,Supported
CPUID,,CPUID Features,0,Processor Serial Number,Not Supported
CPUID,,CPUID Features,0,Self-Snoop,Supported
CPUID,,CPUID Features,0,Time Stamp Counter,Supported
CPUID,,CPUID Features,0,Virtual Mode Extension,Supported
CPUID,,Enhanced Power Management,0,Frequency ID Control,Not Supported
CPUID,,Enhanced Power Management,0,Voltage ID Control,Not Supported
CPUID,,Enhanced Power Management,0,Temperature Sensing Diode,Not Supported
Motherboard,,Motherboard Properties,0,Motherboard ID,<DMI>
Motherboard,,Motherboard Properties,0,Motherboard Name,Dell Inc. 0HH807
Motherboard,,Front Side Bus Properties,0,Bus Type,Intel NetBurst
Motherboard,,Front Side Bus Properties,0,Bus Width,64-bit
Motherboard,,Front Side Bus Properties,0,Real Clock,283 MHz (QDR)
Motherboard,,Front Side Bus Properties,0,Effective Clock,1133 MHz
Motherboard,,Front Side Bus Properties,0,Bandwidth,9064 MB/s
Memory,,Physical Memory,0,Total,1014 MB
Memory,,Physical Memory,0,Used,511 MB
Memory,,Physical Memory,0,Free,502 MB
Memory,,Physical Memory,0,Utilization,50 %
Memory,,Swap Space,0,Total,2442 MB
Memory,,Swap Space,0,Used,430 MB
Memory,,Swap Space,0,Free,2012 MB
Memory,,Swap Space,0,Utilization,18 %
Memory,,Virtual Memory,0,Total,2047 MB
Memory,,Virtual Memory,0,Used,113 MB
Memory,,Virtual Memory,0,Free,1934 MB
Memory,,Virtual Memory,0,Utilization,6 %
BIOS,,BIOS Properties,0,BIOS Type,Phoenix
BIOS,,BIOS Properties,0,System BIOS Date,03/31/06
BIOS,,BIOS Properties,0,Video BIOS Date,03/11/20
BIOS,,BIOS Manufacturer,0,Company Name,Phoenix Technologies Ltd.
BIOS,,BIOS Manufacturer,0,Product Information,http://www.phoenix.com/en/products/default.htm
BIOS,,Problems & Suggestions,0,Suggestion,System BIOS is more than 2 years old. Update it if necessary.
Operating System,,Operating System Properties,0,OS Name,Microsoft Windows XP Professional
Operating System,,Operating System Properties,0,OS Code Name,Whistler
Operating System,,Operating System Properties,0,OS Language,Español (alfabetización internacional)
Operating System,,Operating System Properties,0,OS Kernel Type,Multiprocessor Free
Operating System,,Operating System Properties,0,OS Version,5.1.2600 (WinXP Retail)
Operating System,,Operating System Properties,0,OS Service Pack,Service Pack 3
Operating System,,Operating System Properties,0,OS Installation Date,13/06/2007
Operating System,,Operating System Properties,0,OS Root,C:\WINDOWS
Operating System,,License Information,0,Registered Owner,pLUS
Operating System,,License Information,0,Registered Organization,
Operating System,,License Information,0,Licensed Processors,2
Operating System,,License Information,0,Product ID,76460-OEM-0011903-00102
Operating System,,License Information,0,Product Key,XJM6Q-BQ8HW-T6DFB-Y934T-YD4YT
Operating System,,Current Session,0,Computer Name,EREYES1
Operating System,,Current Session,0,User Name,Administrador
Operating System,,Current Session,0,Logon Domain,EREYES1
Operating System,,Current Session,0,UpTime,815 sec (0 days; 0 hours; 13 min; 35 sec)
Operating System,,Components Version,0,Common Controls,6.00
Operating System,,Components Version,0,Internet Explorer,8.0.6001.18702
Operating System,,Components Version,0,Outlook Express,6.0.2800.5512
Operating System,,Components Version,0,DirectX,4.09.00.0904 (DirectX 9)
Operating System,,Components Version,0,ASPI,None
Operating System,,Components Version,0,ODBC,3.525.1132.0 (xpsp.080413-0852)
Operating System,,Operating System Features,0,Debug Version,No
Operating System,,Operating System Features,0,DBCS Version,No
Operating System,,Operating System Features,0,Security Present,No
Operating System,,Operating System Features,0,Network Present,Yes
Operating System,,Operating System Features,0,Remote Session,No
Operating System,,Operating System Features,0,Safe Mode,No
Operating System,,Operating System Features,0,Slow Processor,No
Processes,aida32.bin,,0,Process File Name,\\Ecano\Compartida\AIDA\aida32.bin
Processes,aida32.bin,,0,Used Memory,12296 KB
Processes,aida32.bin,,0,Used Swap,13308 KB
Processes,ctfmon.exe,,0,Process File Name,C:\WINDOWS\system32\ctfmon.exe
Processes,ctfmon.exe,,0,Used Memory,3432 KB
Processes,ctfmon.exe,,0,Used Swap,892 KB
Processes,DVDLauncher.exe,,0,Process File Name,C:\Archivos de programa\CyberLink\PowerDVD\DVDLauncher.exe
Processes,DVDLauncher.exe,,0,Used Memory,3216 KB
Processes,DVDLauncher.exe,,0,Used Swap,724 KB
Processes,DvzMsgr.exe,,0,Process File Name,C:\WINDOWS\DvzCommon\DvzMsgr.exe
Processes,DvzMsgr.exe,,0,Used Memory,2884 KB
Processes,DvzMsgr.exe,,0,Used Swap,752 KB
Processes,Explorer.EXE,,0,Process File Name,C:\WINDOWS\Explorer.EXE
Processes,Explorer.EXE,,0,Used Memory,7400 KB
Processes,Explorer.EXE,,0,Used Swap,18876 KB
Processes,FireSvc.exe,,0,Process File Name,C:\Archivos de programa\McAfee\Host Intrusion Prevention\FireSvc.exe
Processes,FireSvc.exe,,0,Used Memory,8492 KB
Processes,FireSvc.exe,,0,Used Swap,5076 KB
Processes,FireTray.exe,,0,Process File Name,C:\Archivos de programa\McAfee\Host Intrusion Prevention\FireTray.exe
Processes,FireTray.exe,,0,Used Memory,4628 KB
Processes,FireTray.exe,,0,Used Swap,2340 KB
Processes,FrameworkService.exe,,0,Process File Name,C:\Archivos de programa\McAfee\Common Framework\FrameworkService.exe
Processes,FrameworkService.exe,,0,Used Memory,6468 KB
Processes,FrameworkService.exe,,0,Used Swap,2556 KB
Processes,GoogleToolbarNotifier.exe,,0,Process File Name,C:\Archivos de programa\Google\GoogleToolbarNotifier\GoogleToolbarNotifier.exe
Processes,GoogleToolbarNotifier.exe,,0,Used Memory,1580 KB
Processes,GoogleToolbarNotifier.exe,,0,Used Swap,3388 KB
Processes,hkcmd.exe,,0,Process File Name,C:\WINDOWS\system32\hkcmd.exe
Processes,hkcmd.exe,,0,Used Memory,2872 KB
Processes,hkcmd.exe,,0,Used Swap,704 KB
Processes,iexplore.exe,,0,Process File Name,C:\Archivos de programa\Internet Explorer\iexplore.exe
Processes,iexplore.exe,,0,Used Memory,22912 KB
Processes,iexplore.exe,,0,Used Swap,12460 KB
Processes,iexplore.exe,,0,Process File Name,C:\Archivos de programa\Internet Explorer\iexplore.exe
Processes,iexplore.exe,,0,Used Memory,39380 KB
Processes,iexplore.exe,,0,Used Swap,29120 KB
Processes,iexplore.exe,,0,Process File Name,C:\Archivos de programa\Internet Explorer\iexplore.exe
Processes,iexplore.exe,,0,Used Memory,41628 KB
Processes,iexplore.exe,,0,Used Swap,35484 KB
Processes,igfxpers.exe,,0,Process File Name,C:\WINDOWS\system32\igfxpers.exe
Processes,igfxpers.exe,,0,Used Memory,2876 KB
Processes,igfxpers.exe,,0,Used Swap,684 KB
Processes,javaw.exe,,0,Process File Name,C:\Archivos de programa\Hewlett-Packard\Toolbox2.0\Javasoft\JRE\1.3.1\bin\javaw.exe
Processes,javaw.exe,,0,Used Memory,18680 KB
Processes,javaw.exe,,0,Used Swap,18396 KB
Processes,jqs.exe,,0,Process File Name,C:\Archivos de programa\Java\jre6\bin\jqs.exe
Processes,jqs.exe,,0,Used Memory,1408 KB
Processes,jqs.exe,,0,Used Swap,7104 KB
Processes,jucheck.exe,,0,Process File Name,C:\Archivos de programa\Java\jre6\bin\jucheck.exe
Processes,jucheck.exe,,0,Used Memory,5932 KB
Processes,jucheck.exe,,0,Used Swap,2488 KB
Processes,jusched.exe,,0,Process File Name,C:\Archivos de programa\Java\jre6\bin\jusched.exe
Processes,jusched.exe,,0,Used Memory,7292 KB
Processes,jusched.exe,,0,Used Swap,4116 KB
Processes,lsass.exe,,0,Process File Name,C:\WINDOWS\system32\lsass.exe
Processes,lsass.exe,,0,Used Memory,3612 KB
Processes,lsass.exe,,0,Used Swap,4068 KB
Processes,Mcshield.exe,,0,Process File Name,C:\Archivos de programa\McAfee\VirusScan Enterprise\Mcshield.exe
Processes,Mcshield.exe,,0,Used Memory,133 MB
Processes,Mcshield.exe,,0,Used Swap,127 MB
Processes,McTray.exe,,0,Process File Name,C:\Archivos de programa\McAfee\Common Framework\McTray.exe
Processes,McTray.exe,,0,Used Memory,2648 KB
Processes,McTray.exe,,0,Used Swap,644 KB
Processes,MDM.EXE,,0,Process File Name,C:\Archivos de programa\Archivos comunes\Microsoft Shared\VS7DEBUG\MDM.EXE
Processes,MDM.EXE,,0,Used Memory,2916 KB
Processes,MDM.EXE,,0,Used Swap,924 KB
Processes,services.exe,,0,Process File Name,C:\WINDOWS\system32\services.exe
Processes,services.exe,,0,Used Memory,5088 KB
Processes,services.exe,,0,Used Swap,4000 KB
Processes,smax4pnp.exe,,0,Process File Name,C:\Archivos de programa\Analog Devices\Core\smax4pnp.exe
Processes,smax4pnp.exe,,0,Used Memory,4584 KB
Processes,smax4pnp.exe,,0,Used Swap,2504 KB
Processes,smss.exe,,0,Process File Name,C:\WINDOWS\System32\smss.exe
Processes,smss.exe,,0,Used Memory,388 KB
Processes,smss.exe,,0,Used Swap,168 KB
Processes,spoolsv.exe,,0,Process File Name,C:\WINDOWS\system32\spoolsv.exe
Processes,spoolsv.exe,,0,Used Memory,6192 KB
Processes,spoolsv.exe,,0,Used Swap,4188 KB
Processes,StatusClient.exe,,0,Process File Name,C:\Archivos de programa\Hewlett-Packard\Toolbox2.0\Apache Tomcat 4.0\webapps\Toolbox\StatusClient\StatusClient.exe
