Page,Device,Group,ItemID,Item,Value
Computer Name,Fully Qualified DNS Name,,0,Computer Name,LPrado.mineco.gob.gt
Computer Name,NetBIOS Name,,0,Class,Physical
Computer Name,NetBIOS Name,,0,Computer Name,LPRADO
Computer Name,DNS Host Name,,0,Class,Physical
Computer Name,DNS Host Name,,0,Computer Name,LPrado
Computer Name,DNS Domain Name,,0,Class,Physical
Computer Name,DNS Domain Name,,0,Computer Name,mineco.gob.gt
Computer Name,Fully Qualified DNS Name,,0,Class,Physical
Computer Name,Fully Qualified DNS Name,,0,Computer Name,LPrado.mineco.gob.gt
DMI,BIOS,BIOS Properties,2561,Vendor,Hewlett-Packard
DMI,BIOS,BIOS Properties,2562,Version,786C2 v01.07
DMI,BIOS,BIOS Properties,2563,Release Date,08/25/2005
DMI,BIOS,BIOS Properties,2564,Size,512 KB
DMI,BIOS,BIOS Properties,2565,Boot Devices,Floppy Disk; Hard Disk; CD-ROM; ATAPI ZIP; LS-120
DMI,BIOS,BIOS Properties,2566,Capabilities,Flash BIOS; Shadow BIOS; Selectable Boot; EDD; BBS
DMI,BIOS,BIOS Properties,2567,Supported Standards,DMI; ACPI; PnP
DMI,BIOS,BIOS Properties,2568,Expansion Capabilities,PCI; USB
DMI,System,System Properties,2569,Manufacturer,Hewlett-Packard
DMI,System,System Properties,2570,Product,HP Compaq dc5100 SFF(EW744LA)
DMI,System,System Properties,2572,Serial Number,MXJ620042M
DMI,System,System Properties,2573,Universal Unique ID,40BA91B5-05E7DA11-BBDAA419-49DD0017
DMI,System,System Properties,2574,Wake-Up Type,Power Switch
DMI,Motherboard,Motherboard Properties,2575,Manufacturer,Hewlett-Packard
DMI,Motherboard,Motherboard Properties,2576,Product,09E8h
DMI,Motherboard,Motherboard Properties,2578,Serial Number,MXJ620042M
DMI,Chassis,Chassis Properties,2579,Manufacturer,Hewlett-Packard
DMI,Chassis,Chassis Properties,2581,Serial Number,MXJ620042M
DMI,Chassis,Chassis Properties,2582,Asset Tag,MXJ620042M
DMI,Chassis,Chassis Properties,2583,Chassis Type,Low Profile Desktop
DMI,Chassis,Chassis Properties,2585,Boot-Up State,Safe
DMI,Chassis,Chassis Properties,2586,Power Supply State,Safe
DMI,Chassis,Chassis Properties,2587,Thermal State,Safe
DMI,Processors / Intel(R) Pentium(R) 4 CPU 3.00GHz,Processor Properties,0,Manufacturer,Intel
DMI,Processors / Intel(R) Pentium(R) 4 CPU 3.00GHz,Processor Properties,0,Version,Intel(R) Pentium(R) 4 CPU 3.00GHz
DMI,Processors / Intel(R) Pentium(R) 4 CPU 3.00GHz,Processor Properties,0,External Clock,800 MHz
DMI,Processors / Intel(R) Pentium(R) 4 CPU 3.00GHz,Processor Properties,0,Maximum Clock,6000 MHz
DMI,Processors / Intel(R) Pentium(R) 4 CPU 3.00GHz,Processor Properties,0,Current Clock,3000 MHz
DMI,Processors / Intel(R) Pentium(R) 4 CPU 3.00GHz,Processor Properties,0,Type,Central Processor
DMI,Processors / Intel(R) Pentium(R) 4 CPU 3.00GHz,Processor Properties,0,Voltage,1.5 V
DMI,Processors / Intel(R) Pentium(R) 4 CPU 3.00GHz,Processor Properties,0,Status,Enabled
DMI,Processors / Intel(R) Pentium(R) 4 CPU 3.00GHz,Processor Properties,0,Socket Designation,XU1 PROCESSOR
DMI,Caches / Internal L1 Cache,Cache Properties,0,Type,Internal
DMI,Caches / Internal L1 Cache,Cache Properties,0,Status,Enabled
DMI,Caches / Internal L1 Cache,Cache Properties,0,Operational Mode,Write-Through
DMI,Caches / Internal L1 Cache,Cache Properties,0,Maximum Size,28 KB
DMI,Caches / Internal L1 Cache,Cache Properties,0,Installed Size,28 KB
DMI,Caches / Internal L1 Cache,Cache Properties,0,Supported SRAM Type,Burst
DMI,Caches / Internal L1 Cache,Cache Properties,0,Current SRAM Type,Burst
DMI,Caches / Internal L1 Cache,Cache Properties,0,Error Correction,Parity
DMI,Caches / Internal L1 Cache,Cache Properties,0,Socket Designation,Internal L1 Cache
DMI,Caches / Cache L2,Cache Properties,0,Type,Internal
DMI,Caches / Cache L2,Cache Properties,0,Status,Enabled
DMI,Caches / Cache L2,Cache Properties,0,Operational Mode,Write-Back
DMI,Caches / Cache L2,Cache Properties,0,Maximum Size,4096 KB
DMI,Caches / Cache L2,Cache Properties,0,Installed Size,2048 KB
DMI,Caches / Cache L2,Cache Properties,0,Supported SRAM Type,Burst
DMI,Caches / Cache L2,Cache Properties,0,Current SRAM Type,Burst
DMI,Caches / Cache L2,Cache Properties,0,Error Correction,Single-bit ECC
DMI,Caches / Cache L2,Cache Properties,0,Socket Designation,Cache L2
DMI,Memory Devices / XMM1,Memory Device Properties,0,Form Factor,DIMM
DMI,Memory Devices / XMM1,Memory Device Properties,0,Type Detail,Synchronous
DMI,Memory Devices / XMM1,Memory Device Properties,0,Size,512 MB
DMI,Memory Devices / XMM1,Memory Device Properties,0,Speed,533 MHz
DMI,Memory Devices / XMM1,Memory Device Properties,0,Total Width,64-bit
DMI,Memory Devices / XMM1,Memory Device Properties,0,Data Width,64-bit
DMI,Memory Devices / XMM1,Memory Device Properties,0,Device Locator,XMM1
DMI,Memory Devices / XMM1,Memory Device Properties,0,Manufacturer,JEDEC ID:C1 00 00 00 00 00 00 00
DMI,Memory Devices / XMM1,Memory Device Properties,0,Serial Number,12BA0F04
DMI,Memory Devices / XMM1,Memory Device Properties,0,Part Number,64T64000HU3.7A
DMI,Memory Devices / XMM2,Memory Device Properties,0,Form Factor,DIMM
DMI,Memory Devices / XMM2,Memory Device Properties,0,Type Detail,Synchronous
DMI,Memory Devices / XMM2,Memory Device Properties,0,Device Locator,XMM2
DMI,Memory Devices / XMM2,Memory Device Properties,0,Manufacturer,JEDEC ID:
DMI,Memory Devices / XMM3,Memory Device Properties,0,Form Factor,DIMM
DMI,Memory Devices / XMM3,Memory Device Properties,0,Type Detail,Synchronous
DMI,Memory Devices / XMM3,Memory Device Properties,0,Device Locator,XMM3
DMI,Memory Devices / XMM3,Memory Device Properties,0,Manufacturer,JEDEC ID:
DMI,Memory Devices / XMM4,Memory Device Properties,0,Form Factor,DIMM
DMI,Memory Devices / XMM4,Memory Device Properties,0,Type Detail,Synchronous
DMI,Memory Devices / XMM4,Memory Device Properties,0,Device Locator,XMM4
DMI,Memory Devices / XMM4,Memory Device Properties,0,Manufacturer,JEDEC ID:
DMI,Memory Devices / SYSTEM ROM,Memory Device Properties,0,Form Factor,Chip
DMI,Memory Devices / SYSTEM ROM,Memory Device Properties,0,Type,FLASH
DMI,Memory Devices / SYSTEM ROM,Memory Device Properties,0,Type Detail,Non-volatile
DMI,Memory Devices / SYSTEM ROM,Memory Device Properties,0,Size,512 KB
DMI,Memory Devices / SYSTEM ROM,Memory Device Properties,0,Total Width,4-bit
DMI,Memory Devices / SYSTEM ROM,Memory Device Properties,0,Data Width,4-bit
DMI,Memory Devices / SYSTEM ROM,Memory Device Properties,0,Device Locator,SYSTEM ROM
DMI,System Slots / PCI1,System Slot Properties,0,Slot Designation,PCI1
DMI,System Slots / PCI1,System Slot Properties,0,Type,PCI
DMI,System Slots / PCI1,System Slot Properties,0,Usage,In Use
DMI,System Slots / PCI1,System Slot Properties,0,Data Bus Width,32-bit
DMI,System Slots / PCI1,System Slot Properties,0,Length,Long
DMI,System Slots / PCI2,System Slot Properties,0,Slot Designation,PCI2
DMI,System Slots / PCI2,System Slot Properties,0,Type,PCI
DMI,System Slots / PCI2,System Slot Properties,0,Usage,Empty
DMI,System Slots / PCI2,System Slot Properties,0,Data Bus Width,32-bit
DMI,System Slots / PCI2,System Slot Properties,0,Length,Long
DMI,System Slots / PCI EXPRESS x1 SLOT/PCIEx1,System Slot Properties,0,Slot Designation,PCI EXPRESS x1 SLOT/PCIEx1
DMI,System Slots / PCI EXPRESS x1 SLOT/PCIEx1,System Slot Properties,0,Usage,Empty
DMI,System Slots / PCI EXPRESS x1 SLOT/PCIEx1,System Slot Properties,0,Length,Long
DMI,Port Connectors / SATA0,Port Connector Properties,0,Internal Reference Designator,SATA0
DMI,Port Connectors / SATA0,Port Connector Properties,0,External Connector Type,None
DMI,Port Connectors / SATA1,Port Connector Properties,0,Internal Reference Designator,SATA1
DMI,Port Connectors / SATA1,Port Connector Properties,0,External Connector Type,None
DMI,Port Connectors / COM A,Port Connector Properties,0,Port Type,Serial Port 16550A Compatible
DMI,Port Connectors / COM A,Port Connector Properties,0,Internal Reference Designator,SERIAL A
DMI,Port Connectors / COM A,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / COM A,Port Connector Properties,0,External Reference Designator,COM A
DMI,Port Connectors / COM A,Port Connector Properties,0,External Connector Type,DB-9 pin male
DMI,Port Connectors / SERIAL B,Port Connector Properties,0,Port Type,Serial Port 16550A Compatible
DMI,Port Connectors / SERIAL B,Port Connector Properties,0,Internal Reference Designator,SERIAL B
DMI,Port Connectors / SERIAL B,Port Connector Properties,0,External Connector Type,DB-9 pin male
DMI,Port Connectors / PARALLEL,Port Connector Properties,0,Port Type,Parallel Port ECP/EPP
DMI,Port Connectors / PARALLEL,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / PARALLEL,Port Connector Properties,0,External Reference Designator,PARALLEL
DMI,Port Connectors / PARALLEL,Port Connector Properties,0,External Connector Type,DB-25 pin female
DMI,Port Connectors / USB 1,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB 1,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB 1,Port Connector Properties,0,External Reference Designator,USB 1
DMI,Port Connectors / USB 1,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB 2,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB 2,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB 2,Port Connector Properties,0,External Reference Designator,USB 2
DMI,Port Connectors / USB 2,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB 3,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB 3,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB 3,Port Connector Properties,0,External Reference Designator,USB 3
DMI,Port Connectors / USB 3,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB 4,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB 4,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB 4,Port Connector Properties,0,External Reference Designator,USB 4
DMI,Port Connectors / USB 4,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB 5,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB 5,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB 5,Port Connector Properties,0,External Reference Designator,USB 5
DMI,Port Connectors / USB 5,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB 6,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB 6,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / USB 6,Port Connector Properties,0,External Reference Designator,USB 6
DMI,Port Connectors / USB 6,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB 7,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB 7,Port Connector Properties,0,Internal Reference Designator,FRNT_USB
DMI,Port Connectors / USB 7,Port Connector Properties,0,External Reference Designator,USB 7
DMI,Port Connectors / USB 7,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / USB 8,Port Connector Properties,0,Port Type,USB
DMI,Port Connectors / USB 8,Port Connector Properties,0,Internal Reference Designator,FRNT_USB
DMI,Port Connectors / USB 8,Port Connector Properties,0,External Reference Designator,USB 8
DMI,Port Connectors / USB 8,Port Connector Properties,0,External Connector Type,USB
DMI,Port Connectors / KEYBOARD,Port Connector Properties,0,Port Type,Keyboard Port
DMI,Port Connectors / KEYBOARD,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / KEYBOARD,Port Connector Properties,0,External Reference Designator,KEYBOARD
DMI,Port Connectors / KEYBOARD,Port Connector Properties,0,External Connector Type,PS/2
DMI,Port Connectors / MOUSE,Port Connector Properties,0,Port Type,Mouse Port
DMI,Port Connectors / MOUSE,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / MOUSE,Port Connector Properties,0,External Reference Designator,MOUSE
DMI,Port Connectors / MOUSE,Port Connector Properties,0,External Connector Type,PS/2
DMI,Port Connectors / REAR LINE IN,Port Connector Properties,0,Port Type,Audio Port
DMI,Port Connectors / REAR LINE IN,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / REAR LINE IN,Port Connector Properties,0,External Reference Designator,REAR LINE IN
DMI,Port Connectors / REAR LINE IN,Port Connector Properties,0,External Connector Type,Mini-DIN
DMI,Port Connectors / VIDEO,Port Connector Properties,0,Port Type,Video Port
DMI,Port Connectors / VIDEO,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / VIDEO,Port Connector Properties,0,External Reference Designator,VIDEO
DMI,Port Connectors / VIDEO,Port Connector Properties,0,External Connector Type,DB-15 pin female
DMI,Port Connectors / REAR HEADPHONE/LINEOUT,Port Connector Properties,0,Port Type,Audio Port
DMI,Port Connectors / REAR HEADPHONE/LINEOUT,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / REAR HEADPHONE/LINEOUT,Port Connector Properties,0,External Reference Designator,REAR HEADPHONE/LINEOUT
DMI,Port Connectors / REAR HEADPHONE/LINEOUT,Port Connector Properties,0,External Connector Type,Mini-DIN
DMI,Port Connectors / RJ45,Port Connector Properties,0,Port Type,Network Port
DMI,Port Connectors / RJ45,Port Connector Properties,0,Internal Connector Type,None
DMI,Port Connectors / RJ45,Port Connector Properties,0,External Reference Designator,RJ45
DMI,Port Connectors / RJ45,Port Connector Properties,0,External Connector Type,RJ-45
DMI,Port Connectors / CPU FAN,Port Connector Properties,0,Internal Reference Designator,CPU FAN
DMI,Port Connectors / CPU FAN,Port Connector Properties,0,External Connector Type,None
DMI,Port Connectors / CD AUDIO (CD),Port Connector Properties,0,Port Type,Audio Port
DMI,Port Connectors / CD AUDIO (CD),Port Connector Properties,0,Internal Reference Designator,CD AUDIO (CD)
DMI,Port Connectors / CD AUDIO (CD),Port Connector Properties,0,Internal Connector Type,On-Board Sound Input from CD-ROM
DMI,Port Connectors / CD AUDIO (CD),Port Connector Properties,0,External Connector Type,None
DMI,Port Connectors / AUX AUDIO (AUX),Port Connector Properties,0,Port Type,Audio Port
DMI,Port Connectors / AUX AUDIO (AUX),Port Connector Properties,0,Internal Reference Designator,AUX AUDIO (AUX)
DMI,Port Connectors / AUX AUDIO (AUX),Port Connector Properties,0,Internal Connector Type,On-Board Sound Input from CD-ROM
DMI,Port Connectors / AUX AUDIO (AUX),Port Connector Properties,0,External Connector Type,None
DMI,Port Connectors / PRIMARY IDE,Port Connector Properties,0,Port Type,None
DMI,Port Connectors / PRIMARY IDE,Port Connector Properties,0,Internal Reference Designator,PRIMARY IDE
DMI,Port Connectors / PRIMARY IDE,Port Connector Properties,0,Internal Connector Type,On-Board IDE
DMI,Port Connectors / PRIMARY IDE,Port Connector Properties,0,External Connector Type,None
DMI,Port Connectors / FLOPPY,Port Connector Properties,0,Port Type,None
DMI,Port Connectors / FLOPPY,Port Connector Properties,0,Internal Reference Designator,FLOPPY
DMI,Port Connectors / FLOPPY,Port Connector Properties,0,Internal Connector Type,On-Board Floppy
DMI,Port Connectors / FLOPPY,Port Connector Properties,0,External Connector Type,None
DMI,Port Connectors / FRONT HEADPHONE/LINEOUT & MIC,Port Connector Properties,0,Port Type,Audio Port
DMI,Port Connectors / FRONT HEADPHONE/LINEOUT & MIC,Port Connector Properties,0,Internal Reference Designator,FRNT AUD
DMI,Port Connectors / FRONT HEADPHONE/LINEOUT & MIC,Port Connector Properties,0,External Reference Designator,FRONT HEADPHONE/LINEOUT & MIC
DMI,Port Connectors / FRONT HEADPHONE/LINEOUT & MIC,Port Connector Properties,0,External Connector Type,Mini-DIN
DMI,Port Connectors / CHASSIS FAN,Port Connector Properties,0,Internal Reference Designator,CHASSIS FAN
DMI,Port Connectors / CHASSIS FAN,Port Connector Properties,0,External Connector Type,None
DMI,Port Connectors / SPEAKER (SPKR),Port Connector Properties,0,Internal Reference Designator,SPEAKER (SPKR)
DMI,Port Connectors / SPEAKER (SPKR),Port Connector Properties,0,External Connector Type,None
DMI,Port Connectors / MULTI-BAY (MBAY),Port Connector Properties,0,Internal Reference Designator,MULTI-BAY (MBAY)
DMI,Port Connectors / MULTI-BAY (MBAY),Port Connector Properties,0,External Connector Type,None
DMI,Port Connectors / PASSWORD CLEAR (PSWD),Port Connector Properties,0,Internal Reference Designator,PASSWORD CLEAR (PSWD)
DMI,Port Connectors / PASSWORD CLEAR (PSWD),Port Connector Properties,0,External Connector Type,None
CPU,,CPU Properties,0,CPU Type,Dual Unknown; 3000 MHz (3.75 x 800)
CPU,,CPU Properties,0,CPU Alias,Unknown
CPU,,CPU Properties,0,Original Clock,3000 MHz
CPU,,CPU Properties,0,L1 Trace Cache,12K Instructions
CPU,,CPU Properties,0,L2 Cache,2 MB (On-Die; ATC; Full-Speed)
CPU,,Multi CPU,0,CPU #0,Intel(R) Pentium(R) 4 CPU 3.00GHz; 2992 MHz
CPU,,Multi CPU,0,CPU #1,Intel(R) Pentium(R) 4 CPU 3.00GHz; 2992 MHz
CPU,,CPU Utilization,1,CPU #1,100 %
CPU,,CPU Utilization,2,CPU #2,100 %
CPUID,,CPUID Properties,0,CPUID Manufacturer,GenuineIntel
CPUID,,CPUID Properties,0,CPUID CPU Name,Intel(R) Pentium(R) 4 CPU 3.00GHz
CPUID,,CPUID Properties,0,CPUID Revision,0F4Ah
CPUID,,CPUID Properties,0,IA Brand ID,00h (Unknown)
CPUID,,CPUID Properties,0,Platform ID,0Eh (Unknown)
CPUID,,CPUID Properties,0,IA CPU Serial Number,Unknown
CPUID,,CPUID Properties,0,MSR 00000017,0012-0000-0000-0000
CPUID,,CPUID Properties,0,MSR 0000002C,0000-0000-0F12-030F
CPUID,,Instruction Set,0,AMD 3DNow!,Not Supported
CPUID,,Instruction Set,0,AMD 3DNow! Professional,Not Supported
CPUID,,Instruction Set,0,AMD Enhanced 3DNow!,Not Supported
CPUID,,Instruction Set,0,AMD Extended MMX,Not Supported
CPUID,,Instruction Set,0,AMD x86-64,Supported
CPUID,,Instruction Set,0,Cyrix Extended MMX,Not Supported
CPUID,,Instruction Set,0,IA-64,Not Supported
CPUID,,Instruction Set,0,IA MMX,Supported
CPUID,,Instruction Set,0,IA SSE,Supported
CPUID,,Instruction Set,0,IA SSE 2,Supported
CPUID,,Instruction Set,0,CLFLUSH Instruction,Supported
CPUID,,Instruction Set,0,CMPXCHG8B Instruction,Supported
CPUID,,Instruction Set,0,Conditional Move Instruction,Supported
CPUID,,CPUID Features,0,36-bit Page Size Extension,Supported
CPUID,,CPUID Features,0,Automatic Clock Control,Supported
CPUID,,CPUID Features,0,Debug Trace Store,Supported
CPUID,,CPUID Features,0,Debugging Extension,Supported
CPUID,,CPUID Features,0,Fast Save & Restore,Supported
CPUID,,CPUID Features,0,Fast System Call,Supported
CPUID,,CPUID Features,0,Hyper-Threading Technology,Supported
CPUID,,CPUID Features,0,Local APIC On Chip,Supported
CPUID,,CPUID Features,0,Machine-Check Architecture,Supported
CPUID,,CPUID Features,0,Machine-Check Exception,Supported
CPUID,,CPUID Features,0,Memory Type Range Registers,Supported
CPUID,,CPUID Features,0,Model Specific Registers,Supported
CPUID,,CPUID Features,0,Page Attribute Table,Supported
CPUID,,CPUID Features,0,Page Global Extension,Supported
CPUID,,CPUID Features,0,Page Size Extension,Supported
CPUID,,CPUID Features,0,Physical Address Extension,Supported
CPUID,,CPUID Features,0,Processor Duty Cycle Control,Supported
CPUID,,CPUID Features,0,Processor Serial Number,Not Supported
CPUID,,CPUID Features,0,Self-Snoop,Supported
CPUID,,CPUID Features,0,Time Stamp Counter,Supported
CPUID,,CPUID Features,0,Virtual Mode Extension,Supported
CPUID,,Enhanced Power Management,0,Frequency ID Control,Not Supported
CPUID,,Enhanced Power Management,0,Voltage ID Control,Not Supported
CPUID,,Enhanced Power Management,0,Temperature Sensing Diode,Not Supported
Motherboard,,Motherboard Properties,0,Motherboard ID,<DMI>
Motherboard,,Motherboard Properties,0,Motherboard Name,Hewlett-Packard 09E8h
Motherboard,,Front Side Bus Properties,0,Bus Type,Intel NetBurst
Motherboard,,Front Side Bus Properties,0,Bus Width,64-bit
Motherboard,,Front Side Bus Properties,0,Real Clock,200 MHz (QDR)
Motherboard,,Front Side Bus Properties,0,Effective Clock,800 MHz
Motherboard,,Front Side Bus Properties,0,Bandwidth,6400 MB/s
Memory,,Physical Memory,0,Total,503 MB
Memory,,Physical Memory,0,Used,232 MB
Memory,,Physical Memory,0,Free,271 MB
Memory,,Physical Memory,0,Utilization,46 %
Memory,,Swap Space,0,Total,1230 MB
Memory,,Swap Space,0,Used,194 MB
Memory,,Swap Space,0,Free,1035 MB
Memory,,Swap Space,0,Utilization,16 %
Memory,,Virtual Memory,0,Total,2047 MB
Memory,,Virtual Memory,0,Used,167 MB
Memory,,Virtual Memory,0,Free,1880 MB
Memory,,Virtual Memory,0,Utilization,8 %
BIOS,,BIOS Properties,0,BIOS Type,Compaq
BIOS,,BIOS Properties,0,System BIOS Date,08/25/05
BIOS,,BIOS Properties,0,Video BIOS Date,04/12/20
BIOS,,BIOS Manufacturer,0,Company Name,Hewlett-Packard Company
BIOS,,BIOS Manufacturer,0,Product Information,http://www.compaq.com/showroom
BIOS,,Problems & Suggestions,0,Suggestion,System BIOS is more than 2 years old. Update it if necessary.
Operating System,,Operating System Properties,0,OS Name,Microsoft Windows XP Professional
Operating System,,Operating System Properties,0,OS Code Name,Whistler
Operating System,,Operating System Properties,0,OS Language,Español (alfabetización internacional)
Operating System,,Operating System Properties,0,OS Kernel Type,Multiprocessor Free
Operating System,,Operating System Properties,0,OS Version,5.1.2600 (WinXP Retail)
Operating System,,Operating System Properties,0,OS Service Pack,Service Pack 2
Operating System,,Operating System Properties,0,OS Installation Date,17/07/2008
Operating System,,Operating System Properties,0,OS Root,C:\WINDOWS
Operating System,,License Information,0,Registered Owner, 
Operating System,,License Information,0,Registered Organization,
Operating System,,License Information,0,Licensed Processors,2
Operating System,,License Information,0,Product ID,76460-OEM-0011903-00101
Operating System,,License Information,0,Product Key,KYKVX-86GQG-2MDY9-F6J9M-K42BQ
Operating System,,Current Session,0,Computer Name,LPRADO
Operating System,,Current Session,0,User Name,Lprado
Operating System,,Current Session,0,Logon Domain,MASTER
Operating System,,Current Session,0,UpTime,24984 sec (0 days; 6 hours; 56 min; 24 sec)
Operating System,,Components Version,0,Common Controls,6.00
Operating System,,Components Version,0,Internet Explorer,6.0.2900.2180
Operating System,,Components Version,0,Outlook Express,6.0.2600.0000
Operating System,,Components Version,0,DirectX,4.09.00.0904 (DirectX 9)
Operating System,,Components Version,0,ASPI,None
Operating System,,Components Version,0,ODBC,3.525.1117.0 (xpsp_sp2_rtm.040803-2158)
Operating System,,Operating System Features,0,Debug Version,No
Operating System,,Operating System Features,0,DBCS Version,No
Operating System,,Operating System Features,0,Security Present,No
Operating System,,Operating System Features,0,Network Present,Yes
Operating System,,Operating System Features,0,Remote Session,No
Operating System,,Operating System Features,0,Safe Mode,No
Operating System,,Operating System Features,0,Slow Processor,No
Processes,aida32.bin,,0,Process File Name,\\ecano\Compartida\AIDA\aida32.bin
Processes,aida32.bin,,0,Used Memory,14252 KB
Processes,aida32.bin,,0,Used Swap,14176 KB
Processes,ctfmon.exe,,0,Process File Name,C:\WINDOWS\system32\ctfmon.exe
Processes,ctfmon.exe,,0,Used Memory,2856 KB
Processes,ctfmon.exe,,0,Used Swap,796 KB
Processes,Explorer.EXE,,0,Process File Name,C:\WINDOWS\Explorer.EXE
Processes,Explorer.EXE,,0,Used Memory,23496 KB
Processes,Explorer.EXE,,0,Used Swap,15548 KB
Processes,hkcmd.exe,,0,Process File Name,C:\WINDOWS\system32\hkcmd.exe
Processes,hkcmd.exe,,0,Used Memory,3544 KB
Processes,hkcmd.exe,,0,Used Swap,1428 KB
Processes,hpcmpmgr.exe,,0,Process File Name,C:\Archivos de programa\HP\hpcoretech\hpcmpmgr.exe
Processes,hpcmpmgr.exe,,0,Used Memory,5648 KB
Processes,hpcmpmgr.exe,,0,Used Swap,2860 KB
Processes,HPWuSchd2.exe,,0,Process File Name,C:\Archivos de programa\Hewlett-Packard\HP Software Update\HPWuSchd2.exe
Processes,HPWuSchd2.exe,,0,Used Memory,1784 KB
Processes,HPWuSchd2.exe,,0,Used Swap,484 KB
Processes,hpztsb10.exe,,0,Process File Name,C:\WINDOWS\system32\spool\drivers\w32x86\3\hpztsb10.exe
Processes,hpztsb10.exe,,0,Used Memory,2528 KB
Processes,hpztsb10.exe,,0,Used Swap,848 KB
Processes,iexplore.exe,,0,Process File Name,C:\Archivos de programa\Internet Explorer\iexplore.exe
