127	260	263	4	19	1	263	2006-10-27 15:37:06.783000000	2006-10-27 15:37:21.720000000	2006-10-30 16:40:13.820000000	2006-10-31 15:56:14.840000000	'Con relacion al directorio de la pagina de servicios, necesitamos que para cada extension aparezca el nivel en donde la persona esta ubicada'	''
128	10	258	4	5	1	265	2006-10-27 16:22:30.733000000	2006-10-27 16:26:55.093000000	2006-10-27 16:27:39.750000000	2006-10-30 09:42:53.857000000	'no funciona la impresora'	''
129	14	258	4	5	1	265	2006-10-27 16:24:06.890000000	2006-10-27 16:26:47.513000000	2006-10-27 16:27:27.047000000	2006-10-30 09:42:35.713000000	'no funciona la impresora'	''
130	136	263	4	4	1	263	2006-10-27 16:26:23.327000000	2006-10-27 16:32:33.763000000	2006-10-27 16:33:14.827000000	2006-10-30 11:00:31.577000000	'en la mañana me hicieron un cambio de cuenta de internet a una computadora temporal, pero ya fue devuelta la mia, los molesto con la configuracion, gracias'	''
131	9	254	4	19	1	264	2006-10-27 16:33:53.343000000	2006-11-02 12:29:06.840000000	2006-11-02 12:29:54.530000000	2006-11-02 12:35:26.483000000	'por favor subir a traer fax para instalrselo a Amelia De Paredes...'	''
132	260	264	4	11	1	264	2006-10-27 16:34:20.513000000	2006-10-27 16:35:24.093000000	2006-10-30 10:23:38.720000000	2006-10-30 10:23:46.437000000	'Eliminar bloqueos de #40 a quienes lo tengan'	''
133	260	264	4	11	1	264	2006-10-27 16:36:59.640000000	2006-11-13 16:31:35.303000000	2006-11-14 15:22:03.513000000	2006-11-14 15:22:07.293000000	'Necesito una copia actualizada de las extensiones telefonicas del MINECO'	''
134	260	264	4	11	1	264	2006-10-27 16:38:39.030000000	2006-10-27 16:38:49.453000000	2006-11-13 14:38:46.400000000	2006-11-13 14:39:00.663000000	'Necesito un listado actualizado y confirmado de los DID en donde aparezca el nombre del usuario, el numero de extensión y el DID correspondiente.'	''
135	110	258	4	5	1	265	2006-10-27 16:54:19.850000000	2006-10-27 16:55:19.927000000	2006-10-27 16:55:37.753000000	2006-10-30 09:42:23.073000000	'No funciona la impresora'	''
136	260	264	4	2	1	264	2006-10-27 16:54:44.050000000	2006-11-03 16:33:34.080000000	2006-11-09 10:56:06.160000000	2006-11-09 10:56:18.740000000	'Investigar la situación actual de las siguientes cuentas de correo: Lic. Edwin Morales y Proyecto Relex, e informar la cantidad de mensajes en las diferentes carpetas con vistas a realizar un respaldo de dichas cuentas.'	''
137	241	264	4	14	1	264	2006-10-27 16:56:14.473000000	2006-10-30 09:30:16.090000000	2006-10-30 09:31:40.900000000	2006-10-30 09:31:46.637000000	'Ricardo buena tarde, queriamos solilcitar tu colaboracion pra crear una cuenta a nombre de la cafeteria esto con el fin de optimizar la informacion que circula en relacion a la cafeteria, gracias y espero me contes'	''
138	260	263	4	19	1	263	2006-10-27 17:01:33.223000000	2006-10-31 13:05:37.200000000	2006-10-31 15:51:03.103000000	2006-10-31 15:56:04.277000000	'En coordinación con Julio Chavarría, incluir la opción de acceso a los manuales operativos del MINECO a la nueva página de servicios.'	''
139	115	256	4	24	1	261	2006-10-30 09:25:27.683000000	2006-10-30 09:27:41.573000000	2006-10-30 09:28:32.433000000	2006-10-30 11:03:38.843000000	'Se me olvido poner el numero del ingreso en el sistema porefavor si me puden a ayudar'	''
140	115	256	4	24	1	261	2006-10-30 09:34:41.963000000	2006-10-30 09:34:49.967000000	2006-10-30 09:39:50.667000000	2006-10-30 11:03:24.403000000	'No se porque le aparecen signo de euros a las cantidades'	''
141	269	264	4	26	1	264	2006-10-30 11:27:38.027000000	2006-10-30 11:54:38.667000000	2006-10-30 12:26:59.870000000	2006-10-30 16:33:42.083000000	'Compañeros, por medio de este mensaje les pido su colaboracion para que se revise telefono de carlos carias'	''
142	268	264	4	26	1	264	2006-10-30 11:28:24.807000000	2006-10-30 12:27:29.607000000	2006-11-02 11:59:42.357000000	2006-11-02 11:59:48.357000000	'Compañeros, por medio de este mensaje les pido su colaboracion para que se revisen telefono byron monterro ya que saca a la operadora y no es lo que necesito. gracias'	''
143	114	255	4	18	1	265	2006-10-30 16:26:05.013000000	2006-10-30 16:27:55.783000000	2006-10-30 16:44:12.757000000	2006-10-30 16:45:18.693000000	'favor de realizar Back up a la pc del Sr. German Rene Guzman, quien dejara de laborar para el programa nacional Mipyme el 31-oct-06. Cualquier duda al respecto favor de comunicarse con la extensión 3800 Jaime Hernández (Cel. 5510-3581) Gracias.'	''
144	278	265	4	20	1	265	2006-10-31 10:04:27.933000000	2006-10-31 10:04:47.857000000	2006-10-31 10:05:08.230000000	2006-10-31 10:05:12.590000000	'favor de instalar laptop e impresora, gracias'	''
145	73	64	4	5	1	265	2006-10-31 10:34:29.060000000	2006-10-31 10:40:12.793000000	2006-10-31 11:58:14.903000000	2006-10-31 14:46:37.060000000	'Favor de revisar impresora en vista de que no esta imprimiendo los documentos completos (corina)'	''
146	26	264	4	6	1	264	2006-10-31 10:35:18.217000000	2006-11-02 09:05:05.400000000	2006-11-02 12:38:02.967000000	2006-11-02 12:38:18.373000000	'favor revisar el telefono de Ricardo Galvez, no saca ni recibe llamadas (corina)'	''
147	128	255	4	4	1	265	2006-10-31 10:58:22.773000000	2006-10-31 11:00:07.650000000	2006-10-31 11:40:48.293000000	2006-10-31 15:31:22.977000000	'problemas con el uso de internet y con el acceso a la computadora'	''
148	305	265	4	31	1	3	2006-10-31 10:58:57.367000000	2006-10-31 15:30:48.710000000	2006-10-31 15:31:02.370000000	2006-10-31 15:49:08.760000000	'por favor revisar laptop. gracias'	''
149	5	64	4	17	1	265	2006-10-31 11:27:17.480000000	2006-10-31 11:27:57.890000000	2006-10-31 11:57:04.467000000	2006-10-31 14:46:20.170000000	'Favor revisar bateria y computadora. Gracias.'	''
150	59	258	4	14	1	265	2006-10-31 11:43:34.433000000	2006-10-31 11:44:13.997000000	2006-10-31 15:03:25.623000000	2006-10-31 15:31:12.133000000	'no tengo correo'	''
151	266	3	5	29	1	3	2006-10-31 11:46:32.043000000				'no se presentó Ricardo Vásquez, debido a que se reportó enfermo'	''
152	266	3	5	29	1	3	2006-10-31 13:12:35.437000000				'Ayer se presentaron los técnicos de Hightech y Alcatel a instalar el módulo Bri para las líneas isdn.'	''
153	263	263	4	19	1	263	2006-10-31 13:30:09.530000000	2006-10-31 13:32:48.827000000	2006-10-31 15:31:51.400000000	2006-10-31 15:32:22.760000000	'Prueba'	''
154	51	258	4	16	1	265	2006-10-31 14:04:26.890000000	2006-10-31 14:04:44.233000000	2006-10-31 14:05:36.577000000	2006-10-31 14:46:06.730000000	'no tengo red'	''
155	73	64	4	5	1	3	2006-10-31 14:27:13.327000000	2006-10-31 14:40:35.433000000	2006-10-31 14:51:45.247000000	2006-10-31 14:53:15.170000000	'Vinicio por favor solicito enviar a alguien para verificar impresora debido a que no imprime ningun documento, y nos urge enviar unas notas, grasias por atencion a la presente.'	''
156	93	259	4	5	1	265	2006-10-31 14:40:14.653000000	2006-10-31 15:49:21.527000000	2006-10-31 15:49:35.917000000	2006-10-31 15:49:45.667000000	'por favor configurar impresora.  gracias'	''
157	53	258	4	16	1	265	2006-10-31 14:42:16.170000000	2006-10-31 14:42:20.030000000	2006-10-31 14:42:53.170000000	2006-10-31 14:45:57.107000000	'no encuentro las computadoras de mis compañeros en la red'	''
158	38	64	4	19	1	265	2006-10-31 14:54:11.153000000	2006-10-31 14:54:30.217000000	2006-10-31 15:25:09.510000000	2006-10-31 15:31:07.227000000	'por este medio solicito que por favor me revisen la unidad quemadora de cd, pues no se puede copiar o gravar discos'	''
159	305	266	4	31	1	266	2006-10-31 15:05:21.447000000	2006-10-31 15:07:16.460000000	2006-10-31 15:07:38.743000000	2006-10-31 15:07:44.273000000	' buen dia, por favor subir con Rocío Molina a revisar una laptop. gracias 1 '	''
160	136	265	4	19	1	3	2006-10-31 15:06:29.447000000	2006-10-31 15:47:20.120000000	2006-10-31 15:47:46.243000000	2006-10-31 15:49:04.697000000	'Necesito acceso a una carpeta compartida que aparece bloqueda. Gracias,'	''
161	28	264	4	11	1	264	2006-10-31 15:07:17.697000000	2006-11-14 11:07:15.200000000	2006-11-14 16:39:23.170000000	2006-11-14 16:39:29.043000000	'FAVOR REVISAR LINEA TELEFONICA DE LIC. GALVEZ, NO FUNCIONA DESDE AYER. GRACIAS.'	''
162	258	265	4	19	1	265	2006-10-31 15:20:03.430000000	2006-10-31 15:53:27.120000000	2006-10-31 15:53:35.573000000	2006-10-31 15:53:38.230000000	'compañeros diganle a ana clarisa villacorta si esta encendida la computadora de la practicante, sino pues que la vaya a encender...'	''
163	58	258	4	5	1	265	2006-10-31 15:34:39.773000000	2006-10-31 15:34:43.243000000	2006-10-31 15:35:18.163000000	2006-10-31 15:50:20.887000000	'no puedo imprimir'	''
164	20	64	4	20	1	3	2006-11-02 08:43:45.743000000	2006-11-02 08:51:02.353000000	2006-11-02 08:51:18.683000000	2006-11-02 10:48:15.090000000	'por favor mover la maquina de Sofia a la par de Yasmin gracias'	''
165	20	265	4	20	1	3	2006-11-02 08:44:04.150000000	2006-11-02 08:44:11.667000000	2006-11-02 08:44:36.980000000	2006-11-02 08:46:22.197000000	'por favor revisar si la maquina de Yulisa que pasaron donde Mario tiene todas sus accesos, e ingresar un nuevo usuario. Gracias '	''
166	20	254	4	35	1	264	2006-11-02 08:48:13.713000000	2006-11-02 10:33:17.450000000	2006-11-02 12:26:22.937000000	2006-11-02 12:35:36.577000000	'favor de mover el fax directo de lugar pasarlo en pasillo 3 gracias'	''
167	20	254	4	35	1	264	2006-11-02 08:48:30.887000000	2006-11-02 10:32:46.170000000	2006-11-02 12:25:10.030000000	2006-11-02 12:35:20.890000000	'favor pasar el fax de Yasmin a la par de Ivan'	''
168	5	264	4	26	1	264	2006-11-02 08:50:30.667000000	2006-11-14 16:49:12.170000000	2006-11-15 12:09:12.520000000	2006-11-15 12:09:18.863000000	'Desde el día jueves de la semana pasada, el teléfono del Lic. Alex Cutz está fuera de servicio, lo cual ha traído repercusiones de atención al cliente. en múltiples ocasiones se les ha llamado y lo han chequeado y no lo han dejado funcionando. URGENTE R'	''
169	28	265	4	21	1	3	2006-11-02 09:52:16.937000000	2006-11-02 09:53:19.857000000	2006-11-02 09:53:28.170000000	2006-11-02 09:54:05.420000000	'favor revisar cañonera no funciona en el salon del 3er. nivel. Gracias. Salon Tikal'	''
170	28	265	4	21	1	3	2006-11-02 09:52:56.327000000	2006-11-02 09:53:00.047000000	2006-11-02 09:53:11.450000000	2006-11-02 10:06:26.483000000	'no funciona, favor de revisarla esta en el salon tikal 3er nivel, gracias'	''
171	119	255	4	17	1	265	2006-11-02 10:07:18.967000000	2006-11-02 10:11:19.280000000	2006-11-02 10:43:42.123000000	2006-11-02 11:18:25.937000000	'Maquina de Luis Santos,tiene problemas microempresa'	''
172	261	256	4	33	1	261	2006-11-02 10:29:57.750000000	2006-11-13 13:41:25.073000000	2006-11-14 11:47:35.907000000	2006-11-14 16:51:10.123000000	'Alexis: Favor de trasladar la base de datos de la tienda sitrame a nuestros servidores y que quede funcionando.
Gracias.'	''
173	37	265	4	17	1	3	2006-11-02 10:45:30.543000000	2006-11-02 10:51:20.700000000	2006-11-02 10:51:29.153000000	2006-11-02 10:59:51.780000000	'favor intruir a quien corresponda para venir a realizar las conexiones para dos computadoras adicionales que se necesitan en esta Dirección'	''
174	37	265	4	32	1	265	2006-11-02 10:48:56.200000000	2006-11-03 12:40:01.240000000	2006-11-06 13:09:00.070000000	2006-11-06 13:09:42.217000000	'favor intruir a quien corresponda para venir a realizar las conexiones para dos computadoras adicionales que se necesitan en esta Dirección.'	''
175	37	264	4	11	1	264	2006-11-02 11:00:24.293000000	2006-11-02 11:53:02.360000000	2006-11-03 10:59:48.690000000	2006-11-03 10:59:50.610000000	'favor proporcionar un aparato telefónico y dos extenciones para los nuevos puestos en esta Dirección'	''
176	258	264	4	11	1	264	2006-11-02 11:19:17.920000000	2006-11-02 11:54:02.750000000	2006-11-03 10:58:49.267000000	2006-11-03 10:58:51.157000000	'sigo sin telefono, cuando iran hacer el cambio, ya que me inconbeniente estar molestando a mis compañeros.. gracias'	''
